epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,10049,0.7739,0.49861,1.15515,0.97772,0.97767,0.98166,0.67774,1.14406,0.39087,1.59484,0.0001784,0.0001784,0.0001784
186,10102.7,0.76907,0.4964,1.15551,0.97772,0.97757,0.98156,0.67729,1.14727,0.3886,1.60165,0.0001685,0.0001685,0.0001685
187,10156,0.76946,0.50337,1.14742,0.97771,0.97701,0.98139,0.67801,1.14246,0.3887,1.59509,0.0001586,0.0001586,0.0001586
188,10209.3,0.75938,0.5006,1.15193,0.97764,0.97772,0.98148,0.67437,1.14112,0.38753,1.59523,0.0001487,0.0001487,0.0001487
189,10263.7,0.76587,0.50524,1.15094,0.97757,0.97772,0.98151,0.67801,1.14311,0.38848,1.60127,0.0001388,0.0001388,0.0001388
190,10316.9,0.77159,0.49586,1.15152,0.97749,0.97772,0.98249,0.67682,1.14658,0.38769,1.60603,0.0001289,0.0001289,0.0001289
191,10371.5,0.70614,0.32776,1.19228,0.97765,0.97451,0.98164,0.67443,1.14299,0.38978,1.60605,0.000119,0.000119,0.000119
192,10422.5,0.68957,0.30309,1.1702,0.97461,0.97525,0.98186,0.6773,1.13965,0.39397,1.59719,0.0001091,0.0001091,0.0001091
193,10473.8,0.68446,0.30146,1.16741,0.97481,0.97525,0.98187,0.68028,1.13861,0.3943,1.59292,9.92e-05,9.92e-05,9.92e-05
194,10526.3,0.67189,0.29824,1.15554,0.97522,0.97525,0.98214,0.68113,1.13858,0.39628,1.59128,8.93e-05,8.93e-05,8.93e-05
195,10577.6,0.67444,0.29836,1.15251,0.97524,0.97525,0.98254,0.68369,1.13843,0.39577,1.59205,7.94e-05,7.94e-05,7.94e-05
196,10628.4,0.66396,0.292,1.14616,0.97525,0.97518,0.98278,0.68399,1.13759,0.39767,1.59363,6.95e-05,6.95e-05,6.95e-05
197,10678.1,0.66091,0.29105,1.14427,0.97503,0.97525,0.98294,0.68531,1.1356,0.39662,1.59499,5.96e-05,5.96e-05,5.96e-05
198,10730.4,0.65816,0.29057,1.13847,0.97491,0.97525,0.98401,0.68523,1.13609,0.39838,1.59596,4.97e-05,4.97e-05,4.97e-05
199,10781.9,0.66237,0.29402,1.15354,0.97449,0.97525,0.98446,0.68821,1.13681,0.40039,1.59593,3.98e-05,3.98e-05,3.98e-05
200,10833.4,0.65005,0.28825,1.13646,0.97764,0.9742,0.98457,0.69041,1.13838,0.40108,1.59762,2.99e-05,2.99e-05,2.99e-05
