epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,5183.69,0.76384,0.47921,1.15264,0.99809,0.99494,0.99474,0.80457,0.86769,0.3109,1.27425,2.377e-05,2.377e-05,2.377e-05
79,5248.19,0.75303,0.46754,1.14606,0.99809,0.99484,0.99474,0.8035,0.8668,0.31061,1.2748,2.278e-05,2.278e-05,2.278e-05
80,5313.27,0.76389,0.47146,1.15394,0.99763,0.99523,0.99475,0.79799,0.87631,0.318,1.2805,2.179e-05,2.179e-05,2.179e-05
81,5378.48,0.75603,0.48093,1.14921,0.99809,0.99514,0.99472,0.79949,0.87644,0.30864,1.28029,2.08e-05,2.08e-05,2.08e-05
82,5443.15,0.76529,0.47539,1.15318,0.99713,0.99525,0.99476,0.80243,0.87192,0.30775,1.27533,1.981e-05,1.981e-05,1.981e-05
83,5507.76,0.75915,0.47549,1.15107,0.99688,0.99619,0.99475,0.80607,0.87263,0.31056,1.27899,1.882e-05,1.882e-05,1.882e-05
84,5572.27,0.75973,0.46538,1.15669,0.99809,0.99498,0.99486,0.80498,0.86405,0.30752,1.2705,1.783e-05,1.783e-05,1.783e-05
85,5636.63,0.75677,0.47122,1.14707,0.99606,0.99619,0.9948,0.80161,0.87779,0.31007,1.28076,1.684e-05,1.684e-05,1.684e-05
86,5701.67,0.75752,0.46629,1.14882,0.99793,0.99619,0.99476,0.8029,0.86922,0.30657,1.27486,1.585e-05,1.585e-05,1.585e-05
87,5766.87,0.75252,0.46671,1.1396,0.99782,0.99619,0.99483,0.80397,0.86991,0.30672,1.27372,1.486e-05,1.486e-05,1.486e-05
88,5831.83,0.74942,0.4626,1.15014,0.99733,0.99523,0.99486,0.8028,0.87019,0.31252,1.27535,1.387e-05,1.387e-05,1.387e-05
89,5896.77,0.7488,0.46235,1.14726,0.99809,0.99575,0.99488,0.8025,0.87556,0.31168,1.27948,1.288e-05,1.288e-05,1.288e-05
90,5961.47,0.74517,0.46577,1.1447,0.99783,0.99523,0.99487,0.80547,0.87358,0.31083,1.27932,1.189e-05,1.189e-05,1.189e-05
91,6026.59,0.77525,0.32016,1.2344,0.99809,0.99513,0.99487,0.79583,0.88162,0.31693,1.2823,1.09e-05,1.09e-05,1.09e-05
92,6089.17,0.75726,0.30652,1.21421,0.9961,0.99619,0.99479,0.79705,0.87938,0.31609,1.28165,9.91e-06,9.91e-06,9.91e-06
93,6152.33,0.75801,0.30298,1.21636,0.99714,0.99606,0.99475,0.80023,0.87636,0.31423,1.27956,8.92e-06,8.92e-06,8.92e-06
94,6214.87,0.74757,0.30262,1.21028,0.99619,0.99697,0.99473,0.79929,0.87263,0.31321,1.27828,7.93e-06,7.93e-06,7.93e-06
95,6277.65,0.75529,0.29829,1.21307,0.99619,0.99702,0.99469,0.80089,0.87521,0.31127,1.27924,6.94e-06,6.94e-06,6.94e-06
96,6340.11,0.74351,0.29852,1.20927,0.99714,0.99687,0.9947,0.80217,0.87288,0.31317,1.27873,5.95e-06,5.95e-06,5.95e-06
97,6402.79,0.74193,0.2972,1.20347,0.99809,0.9958,0.9947,0.80307,0.87062,0.3105,1.27703,4.96e-06,4.96e-06,4.96e-06
98,6476.01,0.74373,0.29784,1.2051,0.99737,0.99619,0.99473,0.80281,0.87149,0.31151,1.27763,3.97e-06,3.97e-06,3.97e-06
99,6543.25,0.74538,0.29682,1.2068,0.99809,0.99579,0.99471,0.80316,0.87106,0.31185,1.27687,2.98e-06,2.98e-06,2.98e-06
100,6608.91,0.73836,0.29544,1.21173,0.99619,0.99688,0.99469,0.80418,0.87096,0.31175,1.27639,1.99e-06,1.99e-06,1.99e-06
